Player,Player_ID,Career_Span,Matches_Played,Runs_Conceded,Wickets_Total,Bowling_Average,Economy_Rate,Strike_Rate,Five_Wickets,Ten_Wickets
JL Ontong (SA),46681,2002-2004,2,133,1,133,4.31,185,0,0
AL Padmore (WI),52667,1976-1976,2,135,1,135,1.7,474,0,0
KE Palmer (ENG),18405,1965-1965,1,189,1,189,3,378,0,0
NT Paranavitana (SL),50181,2009-2012,32,86,1,86,5.05,102,0,0
JM Parker (NZ),38113,1973-1980,36,24,1,24,3.6,40,0,0
MW Parkinson (ENG),653695,2022-2022,1,47,1,47,3.03,93,0,0
JM Parks (ENG),18435,1954-1968,46,51,1,51,5.66,54,0,0
DD Parsana (IND),32207,1979-1979,2,50,1,50,2.5,120,0,0
MAK Pataudi (IND),32222,1961-1975,46,88,1,88,4,132,0,0
MM Patel (ENG),18458,1996-1996,2,180,1,180,3.91,276,0,0
ASA Perera (SL),49854,1998-2001,3,180,1,180,2.64,408,0,0
AN Petersen (SA),46934,2010-2015,36,62,1,62,3.26,114,0,0
K Pierre (WI),581160,2025-2025,2,246,1,246,3.67,402,0,0
RM Poore (SA),46776,1896-1896,3,4,1,4,2.66,9,0,0
GH Pope (ENG),18572,1947-1947,1,85,1,85,2.33,218,0,0
AW Powell (SA),46782,1899-1899,1,10,1,10,3,20,0,0
AG Prince (SA),46788,2002-2011,66,47,1,47,2.93,96,0,0
G Pullar (ENG),18640,1959-1963,28,37,1,37,3.36,66,0,0
Rahmat Shah (AFG),533956,2018-2025,11,53,1,53,3.78,84,0,0
AN Ranasinghe (SL),50241,1982-1982,2,69,1,69,3.63,114,0,0
U Ranchod (ZIM),55708,1993-1993,1,45,1,45,3.75,72,0,0
Ranjan Das (BAN),56068,2000-2000,1,72,1,72,3.27,132,0,0
KS Ranjitsinhji (ENG),19331,1896-1902,15,39,1,39,2.41,97,0,0
VS Ransford (AUS),7308,1907-1912,20,28,1,28,3.9,43,0,0
Raqibul Hasan (BAN),56093,2008-2011,9,17,1,17,2.42,42,0,0
JA Raval (NZ),277914,2016-2020,24,34,1,34,2.42,84,0,0
JC Reedman (AUS),7315,1894-1894,1,24,1,24,2.52,57,0,0
SF Rehman (PAK),42426,1958-1958,1,99,1,99,2.91,204,0,0
GJ Rennie (ZIM),55713,1997-2002,23,84,1,84,4,126,0,0
BA Richards (SA),46982,1970-1970,4,26,1,26,2.16,72,0,0
MH Richardson (NZ),38251,2000-2004,38,21,1,21,1.9,66,0,0
GK Robertson (NZ),38252,1986-1986,1,91,1,91,3.79,144,0,0
P Roy (IND),33186,1951-1960,43,66,1,66,3.8,104,0,0
AD Russell (WI),276298,2010-2010,1,104,1,104,4.52,138,0,0
JW Rutherford (AUS),7411,1956-1956,1,15,1,15,2.5,36,0,0
KR Rutherford (NZ),38258,1985-1995,56,161,1,161,3.77,256,0,0
Saif Hassan (BAN),821749,2020-2021,6,27,1,27,4.5,36,0,0
Salman Butt (PAK),42683,2003-2010,33,106,1,106,4.64,137,0,0
SS Schultz (ENG),20074,1879-1879,1,26,1,26,4.58,34,0,0
RH Scott (NZ),38383,1947-1947,1,74,1,74,3.21,138,0,0
BJ Sealey (WI),52926,1933-1933,1,10,1,10,2,30,0,0
Shafqat Rana (PAK),42637,1964-1969,5,9,1,9,1.5,36,0,0
WA Shalders (SA),47181,1899-1907,12,6,1,6,0.75,48,0,0
Sharafuddin Ashraf (AFG),633362,2025-2025,1,65,1,65,3.82,102,0,0
S Shivnarine (WI),52932,1978-1979,8,167,1,167,2.98,336,0,0
M Shumba (ZIM),951781,2021-2023,4,250,1,250,4.05,370,0,0
IR Siddiqui (IND),34026,2001-2001,1,48,1,48,2.52,114,0,0
A Sidebottom (ENG),20185,1985-1985,1,65,1,65,3.48,112,0,0
IJ Siedle (SA),47188,1928-1936,18,7,1,7,2.21,19,0,0
LPC Silva (SL),50431,2006-2008,11,65,1,65,3.82,102,0,0
LMP Simmons (WI),53116,2009-2011,8,147,1,147,4.59,192,0,0
IM Sinclair (NZ),38391,1956-1956,2,120,1,120,3.09,233,0,0
MJ Slater (AUS),7629,1993-2001,74,10,1,10,2.4,25,0,0
DV Smith (ENG),20237,1957-1957,3,97,1,97,2.15,270,0,0
HD Smith (NZ),38395,1933-1933,1,113,1,113,5.65,120,0,0
MJK Smith (ENG),20255,1958-1972,50,128,1,128,3.58,214,0,0
LA Stricker (SA),47251,1910-1912,13,105,1,105,3.62,174,0,0
GA Stuurman (SA),481803,2022-2022,2,124,1,124,4.27,174,0,0
Sunzamul Islam (BAN),380974,2018-2018,1,153,1,153,3.4,270,0,0
HM Taberer (SA),47516,1902-1902,1,48,1,48,4.8,60,0,0
Tabish Khan (PAK),43409,2021-2021,1,68,1,68,2.61,156,0,0
T Taibu (ZIM),55805,2001-2012,28,27,1,27,3.37,48,0,0
Tanzim Hasan Sakib (BAN),1139520,2025-2025,1,49,1,49,4.9,60,0,0
Tareq Aziz (BAN),56188,2004-2004,3,261,1,261,4.35,360,0,0
Taslim Arif (PAK),43275,1980-1980,6,28,1,28,5.6,30,0,0
JM Taylor (AUS),7921,1920-1926,20,45,1,45,2.36,114,0,0
MA Taylor (AUS),7924,1989-1999,104,26,1,26,3.71,42,0,0
K Thomson (NZ),38611,1968-1968,2,9,1,9,2.57,21,0,0
NFD Thomson (AUS),7948,1877-1877,2,31,1,31,1.66,112,0,0
G Thornton (SA),47556,1902-1902,1,20,1,20,5,24,0,0
GC Tonge (WI),53153,2009-2009,1,113,1,113,4.03,168,0,0
JPF Travers (AUS),7963,1902-1902,1,14,1,14,1.75,48,0,0
ME Trescothick (ENG),21585,2000-2006,76,155,1,155,3.1,300,0,0
CK Tshuma (ZIM),959823,2020-2020,1,85,1,85,3.4,150,0,0
Usman Shinwari (PAK),697279,2019-2019,1,54,1,54,3.6,90,0,0
VA Valentine (WI),53197,1933-1933,2,104,1,104,2.16,288,0,0
PL van der Merwe (SA),47692,1963-1967,15,22,1,22,1.67,79,0,0
TF van Woerkom (IRE),547760,2024-2024,1,55,1,55,3.05,108,0,0
M Venkataramana (IND),35657,1989-1989,1,58,1,58,4.97,70,0,0
M Vijay (IND),237095,2008-2018,61,198,1,198,3.09,384,0,0
R Vijay Bharadwaj (IND),35673,1999-2000,3,107,1,107,2.59,247,0,0
DP Viljoen (ZIM),55825,1998-2000,2,65,1,65,3.71,105,0,0
GC Viljoen (SA),375126,2016-2016,1,94,1,94,4.94,114,0,0
R Vinay Kumar (IND),35731,2012-2012,1,73,1,73,5.61,78,0,0
GR Viswanath (IND),35712,1969-1983,91,46,1,46,3.94,70,0,0
KDK Vithanage (SL),342616,2013-2015,10,133,1,133,4.58,174,0,0
GE Vivian (NZ),38711,1965-1972,5,107,1,107,3.24,198,0,0
A Waddington (ENG),22251,1920-1921,2,119,1,119,2.58,276,0,0
MG Waite (AUS),8133,1938-1938,2,190,1,190,2.06,552,0,0
LA Walcott (WI),53212,1930-1930,1,32,1,32,4,48,0,0
JJ Warr (ENG),22319,1951-1951,2,281,1,281,2.88,584,0,0
C Washbrook (ENG),22322,1937-1956,37,33,1,33,5.5,36,0,0
ED Weekes (WI),53241,1948-1958,48,77,1,77,3.78,122,0,0
RGCE Wijesuriya (SL),50855,1982-1985,4,294,1,294,3.01,586,0,0
CM Willoughby (SA),47903,2003-2003,2,125,1,125,2.5,300,0,0
JW Wilson (AUS),8237,1956-1956,1,64,1,64,1.77,216,0,0
J Worrall (AUS),8260,1885-1899,11,127,1,127,2.98,255,0,0
GN Yallop (AUS),8448,1976-1984,39,116,1,116,3.62,192,0,0
Yashpal Sharma (IND),36075,1979-1983,37,17,1,17,3.4,30,0,0
B Yograj Singh (IND),36078,1981-1981,1,63,1,63,4.2,90,0,0
Abdul Malik (1) (AFG),1059030,2021-2025,5,45,0,0,5,0,0,0
Abdul Wasi (AFG),974173,2021-2021,1,23,0,0,2.6,0,0,0
Aftab Baloch (PAK),38978,1969-1975,2,17,0,0,2.31,0,0,0
Aftab Gul (PAK),38979,1969-1971,6,4,0,0,4,0,0,0
Ahmed Shehzad (PAK),259410,2013-2017,13,28,0,0,3.5,0,0,0
Alamgir Kabir (BAN),56249,2002-2004,3,221,0,0,5.08,0,0,0
Ali Naqvi (PAK),38994,1997-1998,5,11,0,0,5.5,0,0,0
HM Amla (SA),43906,2004-2019,124,37,0,0,4.11,0,0,0
Anwar Hossain Monir (BAN),56235,2003-2005,3,307,0,0,5.29,0,0,0
Anwar Khan (PAK),39002,1979-1979,1,12,0,0,2.25,0,0,0
ML Apte (IND),26269,1952-1953,7,3,0,0,3,0,0,0
T Armitage (ENG),8561,1877-1877,2,15,0,0,7.5,0,0,0
J Arun Lal (IND),26295,1982-1989,16,7,0,0,2.62,0,0,0
KIC Asalanka (SL),784367,2021-2022,3,16,0,0,3.84,0,0,0
Asghar Afghan (AFG),320652,2018-2021,6,17,0,0,5.66,0,0,0
RA Austin (WI),51113,1978-1978,2,5,0,0,5,0,0,0
M Azharuddin (IND),26329,1984-2000,99,16,0,0,7.38,0,0,0
SFAF Bacchus (WI),51208,1978-1982,19,3,0,0,3,0,0,0
AM Bacher (SA),44024,1996-1999,19,4,0,0,4,0,0,0
HK Badani (IND),26802,2001-2001,4,17,0,0,2.12,0,0,0
AA Baig (IND),26817,1959-1967,10,15,0,0,5,0,0,0
AH Bakewell (ENG),8960,1931-1935,6,8,0,0,2.66,0,0,0
A Balbirnie (IRE),303423,2018-2025,11,8,0,0,8,0,0,0
GS Ballance (ENG/ZIM),232438,2014-2023,24,5,0,0,2.5,0,0,0
M Baqa Jilani (IND),26860,1936-1936,1,55,0,0,3.66,0,0,0
AB Barath (WI),274926,2009-2012,15,4,0,0,4,0,0,0
CJ Barnett (ENG),9000,1933-1948,20,93,0,0,2.17,0,0,0
KJ Barnett (ENG),9002,1988-1989,4,32,0,0,5.33,0,0,0
Basit Ali (PAK),39954,1993-1995,19,6,0,0,6,0,0,0
R Beaumont (SA),44059,1912-1914,5,0,0,0,0,0,0,0
HK Bennett (NZ),226493,2010-2010,1,47,0,0,3.13,0,0,0
CA Best (WI),51221,1986-1990,8,21,0,0,4.2,0,0,0
P Bhandari (IND),26897,1955-1956,3,39,0,0,3,0,0,0
ID Blackwell (ENG),9117,2006-2006,1,71,0,0,3.73,0,0,0
TA Blundell (NZ),440516,2017-2025,42,13,0,0,4.33,0,0,0
EG Bock (SA),44088,1935-1935,1,91,0,0,3.95,0,0,0
JB Bolus (ENG),9142,1963-1964,7,16,0,0,5.33,0,0,0
GE Bond (SA),44092,1938-1938,1,16,0,0,6,0,0,0
DC Boon (AUS),4169,1984-1996,107,14,0,0,2.33,0,0,0
EH Bowley (ENG),9184,1929-1930,5,116,0,0,2.76,0,0,0
DM Bravo (WI),277472,2010-2020,56,2,0,0,2,0,0,0
BC Broad (ENG),9230,1984-1989,25,4,0,0,4,0,0,0
EH Bromley (AUS),4210,1933-1934,2,19,0,0,1.9,0,0,0
JT Brown (ENG),9263,1894-1899,8,22,0,0,3.77,0,0,0
IP Butchart (ZIM),55280,1995-1995,1,11,0,0,3.66,0,0,0
AR Butcher (ENG),9323,1979-1979,1,9,0,0,4.5,0,0,0
LA Butterfield (NZ),36318,1946-1946,1,24,0,0,1.84,0,0,0
ID Buys (SA),44147,1922-1922,1,52,0,0,2.16,0,0,0
GS Camacho (WI),51457,1968-1971,11,12,0,0,4,0,0,0
ADR Campbell (ZIM),55301,1992-2002,60,28,0,0,2.54,0,0,0
JD Campbell (WI),348026,2019-2025,25,30,0,0,2.95,0,0,0
GM Carew (WI),51463,1935-1949,4,2,0,0,0.66,0,0,0
HWR Cartwright (AUS),557295,2017-2017,2,31,0,0,3.44,0,0,0
APF Chapman (ENG),10705,1924-1931,26,20,0,0,3,0,0,0
BB Chari (ZIM),427178,2014-2018,7,12,0,0,4,0,0,0
JE Cheetham (SA),44435,1949-1955,24,2,0,0,2,0,0,0
N Chopra (IND),27641,2000-2000,1,78,0,0,3.25,0,0,0
JC Clay (ENG),10745,1935-1935,1,75,0,0,2.34,0,0,0
DC Cleverley (NZ),36604,1932-1946,2,130,0,0,3.51,0,0,0
JAK Cochran (SA),44450,1931-1931,1,47,0,0,2.04,0,0,0
SK Coen (SA),44451,1927-1928,2,7,0,0,3.5,0,0,0
C Connolly (AUS),1210488,2025-2025,1,21,0,0,4.2,0,0,0
C Cook (ENG),10792,1947-1947,1,127,0,0,4.23,0,0,0
G Cook (ENG),10793,1982-1983,7,27,0,0,3.85,0,0,0
SC Cook (SA),44656,2016-2017,11,16,0,0,8,0,0,0
MC Cowdrey (ENG),10846,1954-1975,114,104,0,0,5.24,0,0,0
G Cripps (SA),44480,1892-1892,1,23,0,0,9.2,0,0,0
JJ Crowe (NZ),36620,1983-1990,39,9,0,0,3,0,0,0
TS Curtis (ENG),10897,1988-1989,5,7,0,0,2.33,0,0,0
LS Darling (AUS),4899,1933-1937,12,65,0,0,2.4,0,0,0
SS Das (IND),28010,2000-2002,23,35,0,0,3.18,0,0,0
SP Davis (AUS),4923,1986-1986,1,70,0,0,2.8,0,0,0
TB de Bruyn (SA),486672,2017-2022,13,74,0,0,4.35,0,0,0
FI de Caires (WI),51644,1930-1930,3,9,0,0,4.5,0,0,0
MH Dekker (ZIM),55367,1993-1996,14,15,0,0,1.5,0,0,0
CS Dempster (NZ),36827,1930-1933,10,10,0,0,12,0,0,0
CC Depeiaza (WI),51652,1955-1956,5,15,0,0,3,0,0,0
S Dhawan (IND),28235,2013-2018,34,18,0,0,2,0,0,0
MS Dhoni (IND),28081,2005-2014,90,67,0,0,4.18,0,0,0
RL Dias (SL),48470,1982-1987,20,17,0,0,4.25,0,0,0
HH Dippenaar (SA),44708,1999-2007,38,1,0,0,0.5,0,0,0
H Donnan (AUS),4969,1892-1896,5,22,0,0,2.44,0,0,0
MP Donnelly (NZ),36832,1937-1949,7,20,0,0,4,0,0,0
TM Dowlin (WI),51660,2009-2010,6,3,0,0,3,0,0,0
KS Duleepsinhji (ENG),11951,1929-1931,12,7,0,0,7,0,0,0
JRF Duncan (AUS),4992,1971-1971,1,30,0,0,1.6,0,0,0
F du Plessis (SA),44828,2012-2021,69,69,0,0,5.3,0,0,0
BA Edgar (NZ),36951,1978-1986,39,3,0,0,1,0,0,0
JH Edrich (ENG),12490,1963-1976,77,23,0,0,4.6,0,0,0
KA Edwards (WI),51786,2011-2014,17,19,0,0,4.75,0,0,0
R Edwards (AUS),5124,1972-1975,20,20,0,0,10,0,0,0
Ehsanul Haque (BAN),55880,2002-2002,1,18,0,0,6,0,0,0
MK Elgie (SA),44955,1961-1962,3,46,0,0,4.18,0,0,0
MTG Elliott (AUS),5130,1996-2004,21,4,0,0,2,0,0,0
CN Evans (ZIM),55408,1996-2003,3,35,0,0,3.88,0,0,0
NH Fairbrother (ENG),12803,1987-1993,10,9,0,0,4.5,0,0,0
Faisal Iqbal (PAK),40088,2001-2010,26,7,0,0,7,0,0,0
Farrukh Zaman (PAK),40090,1976-1976,1,15,0,0,1.12,0,0,0
JP Fellows-Smith (SA),45041,1960-1960,4,61,0,0,3.21,0,0,0
LH Ferguson (NZ),493773,2019-2019,1,47,0,0,4.27,0,0,0
BOP Fernando (SL),366725,2019-2025,22,19,0,0,6.33,0,0,0
AJ Finch (AUS),5334,2018-2018,5,8,0,0,4,0,0,0
CE Finlason (SA),45051,1889-1889,1,7,0,0,3.5,0,0,0
CE Floquet (SA),45057,1910-1910,1,24,0,0,3,0,0,0
A Flower (ZIM),55427,1992-2002,63,4,0,0,8,0,0,0
DR Flynn (NZ),37095,2008-2013,24,0,0,0,0,0,0,0
G Fowler (ENG),12884,1982-1985,21,11,0,0,3.66,0,0,0
CB Fry (ENG),12930,1896-1912,26,3,0,0,1.8,0,0,0
AB Fudadin (WI),51866,2012-2012,3,11,0,0,2.2,0,0,0
RL Fuller (WI),51799,1935-1935,1,12,0,0,1.5,0,0,0
CV Gadkari (IND),28751,1953-1955,6,45,0,0,2.64,0,0,0
DK Gaekwad (IND),28755,1952-1961,11,12,0,0,6,0,0,0
HG Gaekwad (IND),28756,1952-1952,1,47,0,0,1.27,0,0,0
IS Gallage (SL),48993,1999-1999,1,77,0,0,3.08,0,0,0
JER Gallian (ENG),13324,1995-1995,3,62,0,0,4.42,0,0,0
G Gambhir (IND),28763,2004-2016,58,4,0,0,2,0,0,0
A Gandotra (IND),28772,1969-1969,2,5,0,0,5,0,0,0
DRA Gehrs (AUS),5375,1904-1911,6,4,0,0,4,0,0,0
MEZ Ghazali (PAK),40302,1954-1954,2,18,0,0,2.25,0,0,0
JM Ghorpade (IND),28814,1953-1959,8,131,0,0,5.24,0,0,0
GL Gibbs (WI),51881,1955-1955,1,7,0,0,1.75,0,0,0
HH Gibbs (SA),45224,1996-2008,90,4,0,0,4,0,0,0
MW Goodwin (ZIM),55456,1998-2000,19,69,0,0,3.47,0,0,0
GC Grant (WI),51896,1930-1935,12,18,0,0,4.5,0,0,0
MJ Greatbatch (NZ),37105,1988-1996,41,0,0,0,0,0,0,0
CG Greenidge (WI),51901,1974-1991,108,4,0,0,0.92,0,0,0
GA Greenidge (WI),51902,1972-1973,5,75,0,0,2.88,0,0,0
DW Gregory (AUS),5432,1877-1879,3,9,0,0,2.7,0,0,0
RG Gregory (AUS),5436,1937-1937,2,14,0,0,3.5,0,0,0
SE Gregory (AUS),5438,1890-1912,58,33,0,0,6.6,0,0,0
MG Grell (WI),51903,1930-1930,1,17,0,0,3.4,0,0,0
CEJ Guest (AUS),5450,1963-1963,1,59,0,0,2.45,0,0,0
C Gunasekara (SL),1210293,2024-2024,1,50,0,0,5.55,0,0,0
RPW Guneratne (SL),49003,1983-1983,1,84,0,0,4.94,0,0,0
G Gunn (ENG),13489,1907-1930,15,8,0,0,4,0,0,0
Habibul Bashar (BAN),55906,2000-2008,50,217,0,0,4.61,0,0,0
AD Hales (ENG),249866,2015-2016,11,2,0,0,0.66,0,0,0
GM Hamilton (ENG),14020,1999-1999,1,63,0,0,4.2,0,0,0
PAM Hands (SA),45404,1913-1924,7,18,0,0,2.91,0,0,0
Hanumant Singh (IND),29260,1964-1969,14,51,0,0,4.63,0,0,0
Haroon Rasheed (PAK),40375,1977-1983,23,3,0,0,2.25,0,0,0
Lord Harris (ENG),14077,1879-1884,4,29,0,0,5.43,0,0,0
PGZ Harris (NZ),37233,1955-1965,9,14,0,0,2,0,0,0
MJ Hartigan (AUS),5905,1908-1908,2,7,0,0,3.5,0,0,0
Hasan Raza (PAK),40378,1996-2005,7,1,0,0,1,0,0,0
Hashmatullah Shahidi (AFG),440970,2018-2025,11,73,0,0,3.65,0,0,0
AL Hassett (AUS),5607,1938-1953,43,78,0,0,4.21,0,0,0
BF Hastings (NZ),37243,1969-1976,31,9,0,0,2.45,0,0,0
ML Hayden (AUS),5616,1994-2009,103,40,0,0,4.44,0,0,0
GA Headley (WI),52050,1930-1954,22,230,0,0,3.46,0,0,0
BJ Hodge (AUS),5674,2005-2008,6,8,0,0,4,0,0,0
JL Hopwood (ENG),14265,1934-1934,2,155,0,0,2.01,0,0,0
MJ Horne (NZ),37250,1997-2003,35,26,0,0,2.36,0,0,0
DL Houghton (ZIM),55497,1992-1997,22,0,0,0,0,0,0,0
JM How (NZ),37265,2006-2009,19,4,0,0,2,0,0,0
KJ Hughes (AUS),5724,1977-1984,70,28,0,0,1.97,0,0,0
WA Hunt (AUS),5730,1932-1932,1,39,0,0,2.43,0,0,0
N Hussain (ENG),14325,1990-2004,96,15,0,0,3,0,0,0
J Iddon (ENG),15379,1935-1935,5,27,0,0,2.45,0,0,0
Iftikhar Anjum (PAK),40591,2006-2006,1,62,0,0,4.42,0,0,0
Ijaz Ahmed jnr (PAK),40553,1995-1995,2,6,0,0,1.5,0,0,0
Imam-ul-Haq (PAK),568276,2018-2025,26,9,0,0,4.5,0,0,0
Imrul Kayes (BAN),280734,2008-2019,39,12,0,0,3,0,0,0
Imtiaz Ahmed (PAK),40565,1952-1962,41,0,0,0,0,0,0,0
Inzamam-ul-Haq (ICC/PAK),40570,1992-2007,120,8,0,0,5.33,0,0,0
FA Iredale (AUS),5976,1894-1899,14,3,0,0,1.5,0,0,0
SS Iyer (IND),642519,2021-2024,14,2,0,0,2,0,0,0
YBK Jaiswal (IND),1151278,2023-2025,26,9,0,0,4.5,0,0,0
DR Jardine (ENG),15481,1928-1934,22,10,0,0,10,0,0,0
TW Jarvis (NZ),37488,1965-1973,13,3,0,0,1.5,0,0,0
Javed Akhtar (PAK),40875,1962-1962,1,52,0,0,3.25,0,0,0
Javed Burki (PAK),40877,1960-1969,25,23,0,0,3.28,0,0,0
Javed Omar (BAN),55935,2001-2007,40,12,0,0,12,0,0,0
MDUS Jayasundera (SL),345822,2015-2015,2,45,0,0,6.42,0,0,0
S Jeganathan (SL),49212,1983-1983,2,12,0,0,2.4,0,0,0
KK Jennings (ENG),440780,2016-2019,17,55,0,0,4.52,0,0,0
CL Johnson (SA),45729,1896-1896,1,57,0,0,2.44,0,0,0
LR Johnson (WI),52280,2014-2016,9,9,0,0,2.25,0,0,0
CEL Jones (WI),52203,1930-1935,4,11,0,0,0.64,0,0,0
SC Joseph (WI),52206,2004-2007,5,8,0,0,4,0,0,0
Junaid Siddique (BAN),55946,2008-2012,19,11,0,0,3.66,0,0,0
R Kaia (ZIM),392946,2021-2021,3,165,0,0,5.5,0,0,0
M Kaif (IND),29990,2000-2006,13,4,0,0,1.33,0,0,0
LWS Kaluperuma (SL),49487,1982-1982,2,93,0,0,3.44,0,0,0
Kamran Ghulam (PAK),623636,2024-2025,6,16,0,0,5.33,0,0,0
TE Kane (IRE),571707,2018-2018,1,103,0,0,3.96,0,0,0
RB Kanhai (WI),52287,1957-1974,79,85,0,0,2.78,0,0,0
HH Kanitkar (IND),30018,1999-2000,2,2,0,0,2,0,0,0
CK Kapugedera (SL),209457,2006-2009,8,9,0,0,4.5,0,0,0
Karim Janat (AFG),793467,2023-2024,2,105,0,0,4.2,0,0,0
HJ Keith (SA),45793,1953-1957,8,63,0,0,3.5,0,0,0
SC Kerrigan (ENG),297499,2013-2013,1,53,0,0,6.62,0,0,0
Khalil Gurbaz (AFG),1196075,2025-2025,1,54,0,0,6,0,0,0
UT Khawaja (AUS),215155,2011-2025,84,8,0,0,2.66,0,0,0
AF Kippax (AUS),6154,1925-1934,22,19,0,0,1.58,0,0,0
PN Kirsten (SA),45815,1992-1994,12,30,0,0,3.33,0,0,0
V Kohli (IND),253802,2011-2025,123,84,0,0,2.88,0,0,0
BK Kunderan (IND),30178,1960-1967,18,13,0,0,3.25,0,0,0
BM Laird (AUS),6250,1979-1982,21,12,0,0,4,0,0,0
JL Langer (AUS),6256,1993-2007,105,3,0,0,3,0,0,0
BC Lara (ICC/WI),52337,1990-2006,131,28,0,0,2.8,0,0,0
RT Latham (NZ),37602,1992-1993,4,6,0,0,2,0,0,0
SG Law (AUS),6274,1995-1995,1,9,0,0,3,0,0,0
WM Lawry (AUS),6270,1961-1971,67,6,0,0,2.57,0,0,0
J Layne (WI),1275943,2025-2025,1,38,0,0,2.53,0,0,0
WK Lees (NZ),37605,1976-1983,21,4,0,0,4.8,0,0,0
IB Leggat (NZ),37606,1954-1954,1,6,0,0,1.5,0,0,0
GB Legge (ENG),16253,1927-1930,5,34,0,0,6.8,0,0,0
FL le Roux (SA),45974,1914-1914,1,24,0,0,2.66,0,0,0
WVS Ling (SA),45993,1921-1923,6,20,0,0,6.66,0,0,0
Litton Das (BAN),536936,2015-2025,51,13,0,0,6.5,0,0,0
D Lloyd (ENG),16318,1974-1975,9,17,0,0,4.25,0,0,0
AL Logie (WI),52347,1983-1991,52,4,0,0,3.42,0,0,0
TC Lowry (NZ),37610,1930-1931,7,5,0,0,2.5,0,0,0
AP Lucas (ENG),16364,1879-1884,5,54,0,0,2.7,0,0,0
A Lyth (ENG),251721,2015-2015,7,0,0,0,0,0,0,0
CC McDonald (AUS),6554,1952-1961,47,3,0,0,2.25,0,0,0
PS McDonnell (AUS),6557,1880-1888,19,53,0,0,6.11,0,0,0
PE McEwan (NZ),37703,1980-1984,4,13,0,0,2.16,0,0,0
BE McGain (AUS),6844,2009-2009,1,149,0,0,8.27,0,0,0
DJ McGlew (SA),46203,1951-1962,34,23,0,0,4.31,0,0,0
ND McKenzie (SA),46208,2000-2009,58,68,0,0,4.53,0,0,0
RA McLean (SA),46212,1951-1964,40,1,0,0,1.5,0,0,0
EG McLeod (NZ),37709,1930-1930,1,5,0,0,2.5,0,0,0
DAN McRae (NZ),37713,1946-1946,1,44,0,0,3.14,0,0,0
NJ Maddinson (AUS),333780,2016-2016,3,27,0,0,4.5,0,0,0
DL Maddy (ENG),16876,1999-2000,3,40,0,0,2.85,0,0,0
IS Madray (WI),52416,1958-1958,2,108,0,0,3.08,0,0,0
RS Madugalle (SL),49623,1982-1988,21,38,0,0,2.71,0,0,0
D Madushanka (SL),793007,2023-2023,1,77,0,0,4.52,0,0,0
RS Mahanama (SL),49626,1986-1998,52,30,0,0,5,0,0,0
Mahmudul Hasan Joy (BAN),1161381,2021-2025,19,14,0,0,6.46,0,0,0
PJ Malan (SA),277390,2020-2020,3,5,0,0,2.5,0,0,0
AO Malhotra (IND),30912,1982-1985,7,3,0,0,1,0,0,0
SV Manjrekar (IND),30934,1987-1996,37,15,0,0,5.29,0,0,0
AV Mankad (IND),30938,1969-1978,22,43,0,0,6.29,0,0,0
AP Marr (AUS),6492,1885-1885,1,14,0,0,1.75,0,0,0
RW Marsh (AUS),6502,1970-1984,96,54,0,0,4.5,0,0,0
HJH Marshall (NZ),37696,2000-2006,13,4,0,0,4,0,0,0
RE Marshall (WI),52422,1951-1952,4,15,0,0,1.73,0,0,0
XM Marshall (WI),52626,2005-2009,7,0,0,0,0,0,0,0
Marshall Ayub (BAN),228349,2013-2014,3,53,0,0,5.3,0,0,0
MJ Mason (NZ),37701,2004-2004,1,105,0,0,4.77,0,0,0
PS Masvaure (ZIM),232442,2016-2025,10,61,0,0,4.35,0,0,0
W Mathias (PAK),41278,1955-1962,21,20,0,0,5,0,0,0
EH Mattis (WI),52427,1981-1981,4,14,0,0,2.33,0,0,0
ER Mayne (AUS),6530,1912-1921,4,1,0,0,1,0,0,0
VL Mehra (IND),30974,1955-1964,8,6,0,0,1,0,0,0
Mehrab Hossain (BAN),55970,2000-2003,9,5,0,0,2.5,0,0,0
VM Merchant (IND),30996,1933-1951,10,40,0,0,4.44,0,0,0
AG Milkha Singh (IND),31004,1960-1961,4,2,0,0,2,0,0,0
LSM Miller (NZ),37719,1953-1958,13,1,0,0,3,0,0,0
NO Miller (WI),52622,2009-2009,1,67,0,0,3.04,0,0,0
RC Miller (WI),52537,1953-1953,1,28,0,0,1.75,0,0,0
FW Milligan (ENG),17031,1899-1899,2,29,0,0,3.86,0,0,0
CA Milton (ENG),17037,1958-1959,6,12,0,0,3,0,0,0
MJ Mindley (WI),530814,2022-2022,1,11,0,0,5.5,0,0,0
A Mitchell (ENG),17045,1933-1936,6,4,0,0,4,0,0,0
RS Modi (IND),31021,1946-1952,10,14,0,0,2.8,0,0,0
Mohammad Ilyas (PAK),41286,1964-1969,10,63,0,0,4.5,0,0,0
Mohammad Khalil (PAK),41452,2004-2005,2,200,0,0,4.13,0,0,0
Mohammad Saleem (AFG),1174749,2024-2024,1,57,0,0,4.68,0,0,0
Mohammad Yousuf (PAK),43650,1998-2010,90,3,0,0,3,0,0,0
Mohsin Khan (PAK),41303,1978-1986,48,30,0,0,2.09,0,0,0
DAR Moloney (NZ),37725,1937-1937,3,9,0,0,4.5,0,0,0
FLH Mooney (NZ),37726,1949-1954,14,0,0,0,0,0,0,0
KS More (IND),31038,1986-1993,49,12,0,0,6,0,0,0
